Name;Networking - MAC Address;Alternate Username;Racks - Position;Networking - Network names;Components - Network Interfaces;
CREIC-109;34:40:b5:bb:19:a0;34:40:b5:bb:19:9d;34:40:b5:bb:19:9e;node-137;6;;;
CREIC-110;34:40:b5:ba:fc:8c;34:40:b5:ba:fc:89;34:40:b5:ba:fc:8a;node-138;5;;;
CREIC-111;34:40:b5:bb:13:a6;34:40:b5:bb:13:a3;34:40:b5:bb:13:a4;node-139;4;;;
CREIC-112;34:40:b5:bb:15:14;34:40:b5:bb:15:11;34:40:b5:bb:15:12;node-140;3;;;
CREIC-113;34:40:b5:bb:14:60;34:40:b5:bb:14:5d;34:40:b5:bb:14:5e;node-141;2;;;
CREIC-114;34:40:b5:bb:14:48;34:40:b5:bb:14:45;34:40:b5:bb:14:46;node-142;1;;;
